horodatage,temps_s,AIN0,AIN1,AIN2,AIN3,courant,position,trigger
2026-07-02 15:47:30.110141,0.000001,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.114381,0.002993,3.132032,1.415299,-0.002971,1.413342,-0.002971,3.132032,0
2026-07-02 15:47:30.114381,0.005775,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.120479,0.008405,3.126850,1.415299,0.002211,1.413342,0.002211,3.126850,0
2026-07-02 15:47:30.122662,0.010970,3.126850,1.415299,-0.008152,1.413342,-0.008152,3.126850,0
2026-07-02 15:47:30.126611,0.013938,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.128947,0.016679,3.132032,1.415299,-0.002971,1.418524,-0.002971,3.132032,0
2026-07-02 15:47:30.132316,0.019410,3.121669,1.410120,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.134334,0.022101,3.137214,1.415299,-0.002971,1.418524,-0.002971,3.137214,0
2026-07-02 15:47:30.139039,0.024948,3.121669,1.415299,-0.008152,1.413342,-0.008152,3.121669,0
2026-07-02 15:47:30.142142,0.028769,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.142480,0.031398,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.142480,0.034163,3.121669,1.420479,-0.008152,1.418524,-0.008152,3.121669,0
2026-07-02 15:47:30.150053,0.036808,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.150053,0.039371,3.121669,1.415299,-0.008152,1.413342,-0.008152,3.121669,0
2026-07-02 15:47:30.154126,0.042055,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.156192,0.044723,3.126850,1.415299,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.159334,0.047231,3.121669,1.415299,-0.002971,1.418524,-0.002971,3.121669,0
2026-07-02 15:47:30.161359,0.049911,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.164443,0.052463,3.126850,1.415299,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.166958,0.054968,3.126850,1.415299,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.166958,0.057542,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.172567,0.060081,3.126850,1.415299,-0.008152,1.413342,-0.008152,3.126850,0
2026-07-02 15:47:30.172567,0.062535,3.121669,1.415299,-0.008152,1.413342,-0.008152,3.121669,0
2026-07-02 15:47:30.172567,0.065084,3.126850,1.415299,-0.008152,1.413342,-0.008152,3.126850,0
2026-07-02 15:47:30.172567,0.067639,3.126850,1.415299,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.182632,0.070100,3.132032,1.415299,-0.008152,1.418524,-0.008152,3.132032,0
2026-07-02 15:47:30.184663,0.073333,3.121669,1.415299,-0.002971,1.418524,-0.002971,3.121669,0
2026-07-02 15:47:30.184663,0.076102,3.121669,1.415299,-0.008152,1.418524,-0.008152,3.121669,0
2026-07-02 15:47:30.184663,0.078889,3.116488,1.415299,-0.002971,1.418524,-0.002971,3.116488,0
2026-07-02 15:47:30.193068,0.081565,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.197657,0.084230,3.121669,1.415299,-0.002971,1.418524,-0.002971,3.121669,0
2026-07-02 15:47:30.199674,0.086989,3.121669,1.420479,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.203459,0.089963,3.121669,1.415299,-0.002971,1.418524,-0.002971,3.121669,0
2026-07-02 15:47:30.209506,0.092688,3.121669,1.415299,-0.002971,1.418524,-0.002971,3.121669,0
2026-07-02 15:47:30.211520,0.099002,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.215085,0.101673,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.217829,0.104837,3.126850,1.415299,-0.008152,1.413342,-0.008152,3.126850,0
2026-07-02 15:47:30.220969,0.107978,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.221896,0.110688,3.126850,1.415299,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.226200,0.113505,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.230106,0.116322,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.234123,0.119617,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.236004,0.123613,3.126850,1.415299,-0.008152,1.413342,-0.008152,3.126850,0
2026-07-02 15:47:30.239609,0.126297,3.126850,1.420479,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.242422,0.129045,3.132032,1.415299,-0.002971,1.418524,-0.002971,3.132032,0
2026-07-02 15:47:30.242422,0.131851,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.245893,0.134364,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.249955,0.136820,3.126850,1.420479,-0.002971,1.418524,-0.002971,3.126850,0
2026-07-02 15:47:30.249955,0.139170,3.121669,1.415299,-0.002971,1.413342,-0.002971,3.121669,0
2026-07-02 15:47:30.254696,0.141661,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
2026-07-02 15:47:30.261926,0.144108,3.126850,1.415299,-0.002971,1.413342,-0.002971,3.126850,0
