horodatage,temps_s,AIN0,AIN1,AIN2,AIN3,courant,position,trigger
2026-07-02 15:48:22.968648,0.000001,4.619168,1.415299,-0.002971,1.413342,-0.002971,4.619168,0
2026-07-02 15:48:22.972684,0.006127,4.624350,1.415299,-0.008152,1.418524,-0.008152,4.624350,0
2026-07-02 15:48:22.975201,0.008745,4.624350,1.415299,-0.002971,1.418524,-0.002971,4.624350,0
2026-07-02 15:48:22.978131,0.011274,4.624350,1.415299,-0.008152,1.413342,-0.008152,4.624350,0
2026-07-02 15:48:22.979148,0.013868,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:22.983742,0.016374,4.619168,1.415299,-0.008152,1.418524,-0.008152,4.619168,0
2026-07-02 15:48:22.985102,0.019793,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:22.988657,0.022303,4.619168,1.415299,-0.002971,1.413342,-0.002971,4.619168,0
2026-07-02 15:48:22.991704,0.024678,4.629532,1.415299,-0.002971,1.418524,-0.002971,4.629532,0
2026-07-02 15:48:22.993918,0.027660,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:22.996552,0.030488,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:22.999832,0.032922,4.634713,1.415299,-0.008152,1.413342,-0.008152,4.634713,0
2026-07-02 15:48:23.001901,0.035807,4.619168,1.415299,-0.002971,1.418524,-0.002971,4.619168,0
2026-07-02 15:48:23.003776,0.038503,4.624350,1.415299,-0.002971,1.413342,-0.002971,4.624350,0
2026-07-02 15:48:23.008867,0.041108,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:23.010889,0.045104,4.624350,1.415299,-0.008152,1.413342,-0.008152,4.624350,0
2026-07-02 15:48:23.013928,0.047735,4.629532,1.415299,-0.008152,1.413342,-0.008152,4.629532,0
2026-07-02 15:48:23.015331,0.050017,4.629532,1.415299,-0.002971,1.413342,-0.002971,4.629532,0
2026-07-02 15:48:23.017342,0.052312,4.624350,1.415299,-0.002971,1.413342,-0.002971,4.624350,0
