horodatage,temps_s,AIN0,AIN1,AIN2,AIN3,courant,position,trigger
2026-07-02 15:40:46.508782,0.000001,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.510978,0.003055,-5.744151,1.415299,-0.008152,1.413342,-0.008152,-5.744151,0
2026-07-02 15:40:46.512991,0.005609,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.517043,0.008082,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.518333,0.010680,-5.754514,1.415299,-0.002971,1.418524,-0.002971,-5.754514,0
2026-07-02 15:40:46.522231,0.013489,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.523735,0.015945,-5.754514,1.415299,-0.002971,1.413342,-0.002971,-5.754514,0
2026-07-02 15:40:46.526487,0.018444,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.529164,0.020838,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.531179,0.023863,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.535342,0.026270,-5.749332,1.415299,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.538054,0.028769,-5.738969,1.415299,-0.002971,1.418524,-0.002971,-5.738969,0
2026-07-02 15:40:46.539231,0.031326,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.542658,0.033870,-5.738969,1.415299,-0.002971,1.418524,-0.002971,-5.738969,0
2026-07-02 15:40:46.544991,0.036420,-5.754514,1.415299,-0.002971,1.418524,-0.002971,-5.754514,0
2026-07-02 15:40:46.546999,0.038985,-5.754514,1.410120,-0.002971,1.418524,-0.002971,-5.754514,0
2026-07-02 15:40:46.550678,0.041602,-5.749332,1.415299,-0.008152,1.413342,-0.008152,-5.749332,0
2026-07-02 15:40:46.552084,0.044329,-5.738969,1.415299,-0.008152,1.413342,-0.008152,-5.738969,0
2026-07-02 15:40:46.555365,0.046935,-5.754514,1.415299,-0.002971,1.418524,-0.002971,-5.754514,0
2026-07-02 15:40:46.557448,0.049509,-5.749332,1.410120,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.560108,0.052051,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.562631,0.054604,-5.749332,1.410120,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.565665,0.057084,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.568334,0.059601,-5.738969,1.415299,-0.008152,1.413342,-0.008152,-5.738969,0
2026-07-02 15:40:46.570643,0.062150,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.570643,0.064762,-5.738969,1.415299,-0.002971,1.418524,-0.002971,-5.738969,0
2026-07-02 15:40:46.575875,0.067360,-5.749332,1.415299,-0.008152,1.413342,-0.008152,-5.749332,0
2026-07-02 15:40:46.577924,0.069918,-5.749332,1.415299,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.579438,0.072447,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.584237,0.075018,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.585311,0.077562,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.587367,0.080106,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.591614,0.082641,-5.738969,1.415299,-0.008152,1.418524,-0.008152,-5.738969,0
2026-07-02 15:40:46.593652,0.086058,-5.744151,1.415299,-0.008152,1.413342,-0.008152,-5.744151,0
2026-07-02 15:40:46.596993,0.088390,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.598378,0.090620,-5.754514,1.415299,-0.002971,1.413342,-0.002971,-5.754514,0
2026-07-02 15:40:46.600405,0.092842,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.600405,0.095051,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.600405,0.097313,-5.749332,1.415299,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.606810,0.099553,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.610674,0.101841,-5.744151,1.415299,-0.008152,1.413342,-0.008152,-5.744151,0
2026-07-02 15:40:46.611580,0.104122,-5.738969,1.415299,-0.008152,1.418524,-0.008152,-5.738969,0
2026-07-02 15:40:46.613633,0.106362,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.616258,0.108602,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.618974,0.110992,-5.744151,1.420479,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.621526,0.113251,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.624045,0.115564,-5.744151,1.415299,-0.008152,1.413342,-0.008152,-5.744151,0
2026-07-02 15:40:46.626421,0.117833,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.627368,0.120103,-5.738969,1.415299,-0.008152,1.413342,-0.008152,-5.738969,0
2026-07-02 15:40:46.630399,0.122453,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.632665,0.124864,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.635558,0.127725,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.637884,0.130185,-5.749332,1.415299,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.640803,0.132506,-5.744151,1.410120,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.640803,0.134748,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.640803,0.137079,-5.738969,1.415299,-0.008152,1.413342,-0.008152,-5.738969,0
2026-07-02 15:40:46.640803,0.139468,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.649555,0.141759,-5.738969,1.415299,-0.008152,1.418524,-0.008152,-5.738969,0
2026-07-02 15:40:46.651808,0.144150,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.654318,0.146527,-5.754514,1.415299,-0.002971,1.413342,-0.002971,-5.754514,0
2026-07-02 15:40:46.654318,0.148886,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.654318,0.151154,-5.749332,1.415299,-0.008152,1.413342,-0.008152,-5.749332,0
2026-07-02 15:40:46.661515,0.153487,-5.754514,1.415299,-0.002971,1.413342,-0.002971,-5.754514,0
2026-07-02 15:40:46.661515,0.155868,-5.754514,1.415299,-0.002971,1.413342,-0.002971,-5.754514,0
2026-07-02 15:40:46.667122,0.158371,-5.754514,1.415299,-0.008152,1.418524,-0.008152,-5.754514,0
2026-07-02 15:40:46.667122,0.160688,-5.738969,1.415299,-0.008152,1.418524,-0.008152,-5.738969,0
2026-07-02 15:40:46.671740,0.162960,-5.738969,1.415299,-0.008152,1.413342,-0.008152,-5.738969,0
2026-07-02 15:40:46.673688,0.165423,-5.754514,1.415299,-0.002971,1.418524,-0.002971,-5.754514,0
2026-07-02 15:40:46.675695,0.167784,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.678716,0.170085,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.678716,0.172590,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.683804,0.174937,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.685814,0.178145,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.685814,0.180450,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.691888,0.182713,-5.744151,1.415299,-0.002971,1.418524,-0.002971,-5.744151,0
2026-07-02 15:40:46.693914,0.186266,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.693914,0.188556,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.693914,0.190974,-5.749332,1.415299,-0.002971,1.418524,-0.002971,-5.749332,0
2026-07-02 15:40:46.702067,0.193340,-5.738969,1.415299,-0.002971,1.418524,-0.002971,-5.738969,0
2026-07-02 15:40:46.705705,0.195682,-5.738969,1.415299,-0.008152,1.418524,-0.008152,-5.738969,0
2026-07-02 15:40:46.707682,0.198923,-5.749332,1.415299,-0.002971,1.413342,-0.002971,-5.749332,0
2026-07-02 15:40:46.709688,0.201224,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.715710,0.203560,-5.738969,1.415299,-0.002971,1.413342,-0.002971,-5.738969,0
2026-07-02 15:40:46.718744,0.209915,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.718744,0.212287,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
2026-07-02 15:40:46.724164,0.214497,-5.744151,1.415299,-0.002971,1.413342,-0.002971,-5.744151,0
