horodatage,temps_s,AIN0,AIN1,AIN2,AIN3,courant,position,trigger
2026-07-02 15:42:56.904352,0.000001,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:56.911426,0.002982,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:56.911426,0.005606,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.916378,0.008102,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:56.916378,0.010722,-2.205077,1.415299,-0.008152,1.418524,-0.008152,-2.205077,0
2026-07-02 15:42:56.921842,0.013680,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:56.922855,0.016132,-2.210258,1.415299,-0.002971,1.418524,-0.002971,-2.210258,0
2026-07-02 15:42:56.924865,0.018798,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.929885,0.021350,-2.210258,1.415299,-0.002971,1.413342,-0.002971,-2.210258,0
2026-07-02 15:42:56.933113,0.024073,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.933998,0.028199,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:56.933998,0.030938,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:56.942718,0.033539,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.943975,0.036620,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.943975,0.039256,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:56.950303,0.041796,-2.205077,1.415299,-0.008152,1.418524,-0.008152,-2.205077,0
2026-07-02 15:42:56.950303,0.044466,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:56.950303,0.047170,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:56.958361,0.049742,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:56.960819,0.052395,-2.189532,1.415299,-0.008152,1.418524,-0.008152,-2.189532,0
2026-07-02 15:42:56.960819,0.055087,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:56.960819,0.057719,-2.199896,1.410120,0.002211,1.418524,0.002211,-2.199896,0
2026-07-02 15:42:56.968443,0.060258,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:56.968443,0.062834,-2.189532,1.415299,-0.002971,1.413342,-0.002971,-2.189532,0
2026-07-02 15:42:56.968443,0.065539,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:56.968443,0.068139,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.978898,0.070698,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.981844,0.073354,-2.205077,1.415299,-0.002971,1.418524,-0.002971,-2.205077,0
2026-07-02 15:42:56.983856,0.075927,-2.210258,1.415299,-0.002971,1.413342,-0.002971,-2.210258,0
2026-07-02 15:42:56.983856,0.078551,-2.199896,1.415299,-0.008152,1.418524,-0.008152,-2.199896,0
2026-07-02 15:42:56.989118,0.081234,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:56.992054,0.083715,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:56.994071,0.086272,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:56.997502,0.088935,-2.189532,1.415299,-0.002971,1.413342,-0.002971,-2.189532,0
2026-07-02 15:42:56.999288,0.091448,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.002173,0.093893,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:57.003363,0.096461,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.007162,0.099178,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.010169,0.101918,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.011664,0.105056,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.016979,0.107818,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:57.019013,0.111106,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.020616,0.113675,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.023983,0.116248,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.023983,0.119094,-2.205077,1.410120,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.029254,0.121669,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.029254,0.124179,-2.210258,1.415299,-0.002971,1.418524,-0.002971,-2.210258,0
2026-07-02 15:42:57.033288,0.126861,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:57.033288,0.129324,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.039338,0.131569,-2.205077,1.415299,-0.002971,1.418524,-0.002971,-2.205077,0
2026-07-02 15:42:57.041353,0.135039,-2.210258,1.415299,-0.002971,1.413342,-0.002971,-2.210258,0
2026-07-02 15:42:57.046328,0.138084,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.048861,0.140533,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.050869,0.143022,-2.210258,1.415299,-0.002971,1.418524,-0.002971,-2.210258,0
2026-07-02 15:42:57.052876,0.145438,-2.189532,1.415299,-0.008152,1.413342,-0.008152,-2.189532,0
2026-07-02 15:42:57.054881,0.147924,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.058891,0.150436,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.060902,0.153468,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.062907,0.156002,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.066919,0.158519,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.068924,0.161595,-2.210258,1.415299,-0.002971,1.413342,-0.002971,-2.210258,0
2026-07-02 15:42:57.068924,0.164047,-2.199896,1.415299,-0.008152,1.413342,-0.008152,-2.199896,0
2026-07-02 15:42:57.068924,0.166368,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.068924,0.168597,-2.210258,1.415299,-0.002971,1.413342,-0.002971,-2.210258,0
2026-07-02 15:42:57.079046,0.170962,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.079046,0.173249,-2.189532,1.415299,-0.008152,1.418524,-0.008152,-2.189532,0
2026-07-02 15:42:57.079046,0.175490,-2.189532,1.415299,-0.008152,1.413342,-0.008152,-2.189532,0
2026-07-02 15:42:57.084446,0.177883,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.084446,0.180272,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.089256,0.182487,-2.205077,1.415299,-0.002971,1.418524,-0.002971,-2.205077,0
2026-07-02 15:42:57.089256,0.184758,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.089256,0.187047,-2.199896,1.415299,-0.008152,1.413342,-0.008152,-2.199896,0
2026-07-02 15:42:57.089256,0.189294,-2.205077,1.415299,-0.008152,1.418524,-0.008152,-2.205077,0
2026-07-02 15:42:57.099384,0.191506,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.099384,0.193823,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.099384,0.196140,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.099384,0.198429,-2.194714,1.415299,-0.008152,1.418524,-0.008152,-2.194714,0
2026-07-02 15:42:57.099384,0.200667,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.109633,0.202969,-2.194714,1.415299,-0.002971,1.418524,-0.002971,-2.194714,0
2026-07-02 15:42:57.109633,0.205343,-2.210258,1.415299,-0.002971,1.418524,-0.002971,-2.210258,0
2026-07-02 15:42:57.109633,0.207624,-2.189532,1.415299,-0.008152,1.413342,-0.008152,-2.189532,0
2026-07-02 15:42:57.109633,0.209831,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.119820,0.212116,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.119820,0.214418,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.119820,0.216700,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.119820,0.219045,-2.210258,1.415299,-0.002971,1.418524,-0.002971,-2.210258,0
2026-07-02 15:42:57.129859,0.221788,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.129859,0.224308,-2.199896,1.415299,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.129859,0.226784,-2.199896,1.410120,-0.002971,1.413342,-0.002971,-2.199896,0
2026-07-02 15:42:57.129859,0.229256,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.129859,0.231726,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.140333,0.234155,-2.205077,1.410120,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.140333,0.237051,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.140333,0.239656,-2.194714,1.415299,-0.002971,1.413342,-0.002971,-2.194714,0
2026-07-02 15:42:57.150439,0.241918,-2.199896,1.415299,-0.002971,1.418524,-0.002971,-2.199896,0
2026-07-02 15:42:57.150439,0.245365,-2.205077,1.415299,-0.002971,1.418524,-0.002971,-2.205077,0
2026-07-02 15:42:57.150439,0.247847,-2.205077,1.415299,-0.002971,1.418524,-0.002971,-2.205077,0
2026-07-02 15:42:57.150439,0.250298,-2.205077,1.415299,-0.002971,1.413342,-0.002971,-2.205077,0
2026-07-02 15:42:57.161057,0.253421,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
2026-07-02 15:42:57.161057,0.255778,-2.194714,1.415299,-0.008152,1.413342,-0.008152,-2.194714,0
