t_ms,VA,VG,V+,pos_a,pos_g,eps_a,eps_g,erreur,vel_a,vel_g
10679,1.9379,1.955,0.3266,0.563,4.1851,-0.9695,-0.555,1.24798,1.264,-0.625
10780,2.1591,2.0479,2.0224,0.5337,4.1851,0.0862,0.0139,0.00762,0.892,-0.782
10879,2.1893,1.9013,2.0281,0.563,4.1851,0.2184,-0.0935,0.05643,1.164,-0.64
10981,2.2496,1.9941,1.9313,0.5044,4.1851,0.0901,-0.1438,0.0288,0.96,-0.787
11082,2.2043,1.999,1.9768,0.563,4.1851,0.1065,-0.077,0.01728,0.974,-0.881
11184,2.1189,2.0283,2.0337,0.4457,4.1851,0.1021,0.0476,0.01268,1.248,-0.508
11286,2.1993,1.911,2.0337,0.563,4.1851,0.2158,-0.0956,0.0557,0.952,-0.782
11386,2.1993,1.9159,2.0451,0.5337,4.1851,0.219,-0.088,0.05571,1.169,-0.781
11488,2.1893,1.911,2.0337,0.5924,4.1851,0.2138,-0.0857,0.05307,1.073,-0.779
11599,2.3451,2.1359,2.176,0.5337,4.1851,0.1474,-0.0538,0.02462,1.04,-0.792
11698,2.2496,1.9844,1.9541,0.563,4.1851,0.1129,-0.1393,0.03216,1.121,-0.674
11799,2.2245,1.9501,1.9142,0.563,4.1851,0.1111,-0.1506,0.03503,1.053,-0.664
11902,2.2446,1.9941,1.9598,0.563,4.1851,0.1074,-0.1265,0.02756,1.028,-0.816
12005,2.1088,2.0088,1.9484,0.563,4.1851,0.0616,0.0097,0.00389,0.866,-0.602
12107,2.3451,2.1457,2.1532,0.563,4.1851,0.1246,-0.0583,0.01892,1.211,-0.577
12209,2.1943,1.911,2.0281,0.563,4.1851,0.2111,-0.0931,0.05326,1.078,-0.859
12310,2.2194,1.9941,1.9313,0.563,4.1851,0.0843,-0.1142,0.02015,0.898,-0.861
12408,2.2144,1.9404,1.8972,0.563,4.1851,0.1063,-0.1535,0.03488,1.022,-0.678
12511,2.2144,1.9306,1.8573,0.563,4.1851,0.0889,-0.1761,0.03893,0.89,-0.739
12612,2.3501,2.1408,2.1589,0.5924,4.1851,0.1333,-0.0635,0.02179,1.291,-0.604
12716,2.2295,1.955,1.8915,0.5044,4.1851,0.0933,-0.1628,0.0352,0.955,-0.769
12815,2.139,2.0381,1.9939,0.563,4.1851,0.0722,0.0159,0.00546,1.143,-0.495
12918,2.1491,2.0381,2.0053,0.563,4.1851,0.0814,0.011,0.00675,0.934,-0.817
13020,2.1692,2.0137,2.0224,0.563,4.1851,0.1167,-0.0147,0.01385,1.149,-0.655
13123,0.7114,1.8035,2.1532,0.563,4.1851,0.0945,1.3571,1.85056,1.275,-0.525
13223,2.2144,1.9453,1.8915,0.5924,4.1851,0.0986,-0.1533,0.03322,0.976,-0.747
13323,2.2395,1.9746,1.9256,0.563,4.1851,0.1009,-0.1471,0.03182,0.967,-0.793
13426,2.3451,2.1457,2.1589,0.563,4.1851,0.1282,-0.0559,0.01956,1.271,-0.568
13522,2.1239,2.0186,1.9484,0.563,4.1851,0.0563,0.0003,0.00317,0.961,-0.755
13629,2.1893,1.9257,1.9711,0.563,4.1851,0.1613,-0.1048,0.03701,0.948,-0.731
13729,2.3401,2.131,2.1703,0.563,4.1851,0.1468,-0.054,0.02448,0.95,-0.593
13830,2.1189,2.0039,1.9484,0.563,4.1851,0.0676,-0.0028,0.00458,0.868,-0.797
13933,2.1641,2.0528,2.0224,0.563,4.1571,0.0831,0.0116,0.00703,1.29,-0.54
14035,2.1993,1.9208,2.0508,0.6217,4.101,0.2186,-0.0828,0.05464,1.02,-0.74
14137,2.1491,2.043,2.0053,0.563,4.1851,0.0773,0.0137,0.00617,1.143,-0.605
14238,2.1993,1.9208,1.8972,0.563,4.2412,0.1198,-0.1494,0.03668,0.864,-0.909
14339,2.1692,2.0577,2.0394,0.563,4.1851,0.0909,0.0168,0.00855,1.031,-0.691
14441,2.1491,2.0381,2.0167,0.563,4.1851,0.0887,0.0159,0.00813,0.939,-0.761
14542,2.3401,2.1408,2.1703,0.563,4.1851,0.1387,-0.0487,0.02159,1.141,-0.628
14639,2.0133,1.305,2.1532,0.563,4.1851,0.7637,-0.1932,0.62061,1.214,-0.714
14746,2.2043,1.9257,1.9882,0.563,4.1851,0.1752,-0.1122,0.04329,1.012,-0.695
14847,2.1289,2.0283,2.0451,0.563,4.1851,0.1113,0.0426,0.01421,1.063,-0.634
14949,2.1742,1.9795,2.0167,0.563,4.1851,0.1427,-0.0409,0.02203,1.016,-0.646
15051,2.3401,2.1457,2.1589,0.563,4.1851,0.1272,-0.0509,0.01879,1.26,-0.537
15149,2.1893,1.9159,2.0451,0.563,4.1851,0.2171,-0.0781,0.05322,1.028,-0.669
15251,2.2043,1.9208,1.9484,0.5337,4.1851,0.1537,-0.1322,0.04109,0.9,-0.855
15357,2.3451,2.1408,2.1589,0.563,4.1851,0.1323,-0.0585,0.02093,1.148,-0.677
15453,2.1943,2.0039,1.937,0.563,4.1851,0.0749,-0.0817,0.01229,0.899,-0.674
15556,2.3401,2.1457,2.1589,0.563,4.1851,0.1272,-0.0509,0.01879,1.264,-0.556
15658,2.1842,2.0039,2.0337,0.563,4.1851,0.1352,-0.0299,0.01916,1.126,-0.724
15759,2.1792,1.9892,2.0281,0.563,4.1851,0.1428,-0.0355,0.02165,1.22,-0.615
15861,2.3451,2.1408,2.1589,0.563,4.1851,0.1323,-0.0585,0.02093,1.093,-0.575
15961,2.0988,2.0039,1.9427,0.563,4.1851,0.0601,0.0144,0.00382,0.905,-0.8
16063,2.1943,1.9257,1.9427,0.563,4.1851,0.144,-0.1221,0.03564,0.987,-0.822
16163,2.3451,2.1457,2.1589,0.563,4.1851,0.1282,-0.0559,0.01956,1.083,-0.75
16268,2.2345,1.9648,1.9199,0.563,4.1851,0.1044,-0.15,0.0334,0.878,-0.773
16367,2.3401,2.1457,2.1532,0.563,4.1851,0.1236,-0.0534,0.01812,1.245,-0.54
16468,2.2245,1.9501,1.8972,0.563,4.1851,0.1001,-0.158,0.03499,0.929,-0.794
16571,2.1792,1.9159,2.0394,0.563,4.1851,0.2115,-0.0707,0.04972,1.123,-0.636
16673,2.3451,2.1408,2.1646,0.563,4.1851,0.136,-0.0561,0.02163,1.16,-0.665
16773,2.2496,1.9892,1.9199,0.563,4.1851,0.0869,-0.1514,0.03048,1.003,-0.716
16872,2.1641,2.0577,2.0053,0.563,4.1851,0.068,0.0069,0.00467,1.26,-0.547
16971,2.2194,1.9453,1.8915,0.563,4.1851,0.0996,-0.1582,0.03495,1.009,-0.646
17073,2.1842,1.9013,2.0508,0.563,4.1851,0.232,-0.0788,0.06003,0.946,-0.64
17176,2.2345,1.955,1.8915,0.563,4.1851,0.0943,-0.1677,0.03701,1.039,-0.832
17271,2.2395,2.1017,1.9256,0.563,4.1851,-0.0055,-0.0775,0.00604,0.885,-0.774
17379,2.1893,1.9208,2.0224,0.563,4.1851,0.1983,-0.0853,0.04661,1.249,-0.645
17482,2.2245,1.9599,1.9427,0.563,4.1851,0.1212,-0.1329,0.03236,0.967,-0.748
17581,2.2546,1.9892,1.937,0.563,4.1851,0.0988,-0.1489,0.03195,0.992,-0.682
17684,2.1993,1.9159,2.0167,0.563,4.1851,0.2007,-0.1003,0.05035,1.073,-0.812
17784,2.3401,2.1408,2.176,0.5337,4.1851,0.1423,-0.0462,0.02239,1.084,-0.751
17884,2.1792,1.8964,2.0565,0.563,4.1851,0.2388,-0.074,0.0625,1.302,-0.717
17988,2.3451,2.1457,2.1589,0.563,4.1851,0.1282,-0.0559,0.01956,1.224,-0.55
18089,2.1943,1.9159,2.0394,0.563,4.1851,0.2144,-0.0855,0.05327,1.112,-0.643
18190,2.2395,1.9746,1.937,0.563,4.101,0.1082,-0.1422,0.03192,1.11,-0.59
18292,2.144,2.043,2.0337,0.563,4.1851,0.0947,0.0309,0.00992,0.953,-0.809
18389,2.3451,2.1457,2.1532,0.563,4.1851,0.1246,-0.0583,0.01892,1.187,-0.644
18495,2.1239,2.0186,1.9768,0.563,4.1851,0.0746,0.0126,0.00573,1.066,-0.721
18594,2.335,2.1408,2.1646,0.5337,4.1851,0.134,-0.0462,0.0201,0.984,-0.921
18698,2.134,2.0235,1.9939,0.563,4.1851,0.0835,0.0128,0.00713,1.051,-0.707
18799,2.2094,1.9355,1.8573,0.563,4.1851,0.0838,-0.1685,0.03543,0.929,-0.784
18901,2.1289,2.0186,1.9598,0.563,4.1851,0.0646,0.0003,0.00417,1.134,-0.684
18998,2.3451,2.1505,2.1532,0.563,4.1851,0.1205,-0.0557,0.01761,1.021,-0.639
19101,2.3049,2.1359,1.9484,0.563,4.1851,-0.0068,-0.113,0.01282,0.855,-0.762
19204,2.2144,1.9453,1.8801,0.563,4.1851,0.0913,-0.1582,0.03337,0.982,-0.769
19304,2.3451,2.1457,2.1532,0.563,4.1851,0.1246,-0.0583,0.01892,1.269,-0.588
19405,2.1742,1.911,2.0451,0.563,4.1851,0.2182,-0.066,0.05198,1.152,-0.678
19508,2.2395,1.9697,1.9313,0.563,4.1851,0.1086,-0.1473,0.0335,0.933,-0.751
19610,2.3401,2.1408,2.1703,0.563,4.1851,0.1387,-0.0487,0.02159,1.126,-0.652
19711,2.2395,1.9844,1.9313,0.563,4.1851,0.0963,-0.1393,0.02869,1.022,-0.718
19815,2.2043,1.9257,1.8972,0.5337,4.1851,0.1167,-0.1517,0.03662,0.925,-0.807
19916,2.2496,2.1359,1.9313,0.563,4.1851,-0.0285,-0.0662,0.00519,0.937,-0.749
20015,2.1239,2.0186,1.9427,0.563,4.1851,0.0527,-0.0022,0.00278,0.946,-0.798
20118,2.3451,2.1408,2.1589,0.563,4.1851,0.1323,-0.0585,0.02093,1.312,-0.595
20219,2.1692,2.0039,2.011,0.563,4.1851,0.1176,-0.025,0.01446,1.1,-0.716
20318,2.3149,2.1408,1.9598,0.5924,4.1851,-0.0016,-0.1153,0.01329,0.841,-0.782
20422,2.3401,2.1408,2.1532,0.563,4.1851,0.1277,-0.0561,0.01945,1.11,-0.601
20524,2.1742,1.9306,2.0394,0.563,4.1851,0.1982,-0.0578,0.04263,0.978,-0.809
20622,2.1792,1.9159,2.085,0.563,4.1851,0.2407,-0.051,0.06055,1.288,-0.523
20724,2.2345,1.9746,1.9199,0.563,4.1851,0.0962,-0.1446,0.03018,0.938,-0.71
20827,2.139,2.043,2.0053,0.563,4.1851,0.0754,0.0235,0.00624,0.888,-0.722
20927,2.3451,2.1457,2.1703,0.563,4.1851,0.1355,-0.0509,0.02096,1.226,-0.57
21028,2.2094,1.9404,1.9142,0.563,4.1851,0.1163,-0.1412,0.03347,0.933,-0.894
21128,2.1641,2.0039,1.9541,0.563,4.1851,0.08,-0.0447,0.00841,1.206,-0.664
21231,2.1541,2.0479,2.0281,0.563,4.1851,0.0889,0.0213,0.00835,1.02,-0.694
21334,2.2496,1.999,1.9939,0.563,4.1851,0.1263,-0.114,0.02894,0.959,-0.918
21433,2.2345,1.9795,1.9598,0.563,4.1851,0.1178,-0.1247,0.02942,1.289,-0.591
21535,2.2395,1.9746,1.9086,0.563,4.1851,0.0899,-0.1545,0.03195,0.938,-0.869
21637,2.1088,2.0088,1.9598,0.563,4.1851,0.0689,0.0146,0.00496,1.114,-0.634
21739,2.134,2.0235,1.9598,0.563,4.1851,0.0615,-0.002,0.00379,0.93,-0.672
21838,2.139,2.0381,2.011,0.5924,4.1851,0.0831,0.0233,0.00746,0.848,-0.81
21940,2.1139,2.0088,1.9427,0.563,4.1851,0.0589,0.0023,0.00347,1.173,-0.604
22042,2.2194,1.9941,1.9256,0.563,4.1851,0.0806,-0.1167,0.02011,0.949,-0.881
22145,2.1641,1.9159,2.011,0.563,4.1851,0.1902,-0.0683,0.04085,1.106,-0.68
22243,2.1239,2.0283,1.9655,0.563,4.1851,0.0591,0.013,0.00366,0.951,-0.642
22346,2.3501,2.1457,2.1646,0.563,4.1851,0.1328,-0.0583,0.02105,1.027,-0.738
22448,2.1893,1.9306,1.9541,0.5924,4.1851,0.1462,-0.1096,0.03339,1.171,-0.678
22550,2.3451,2.1408,2.1589,0.563,4.1851,0.1323,-0.0585,0.02093,1.018,-0.581
22649,2.1792,1.9355,2.0736,0.563,4.1851,0.2171,-0.0452,0.04916,1.072,-0.685
22752,2.2295,1.9599,1.8858,0.563,4.1851,0.0856,-0.1625,0.03374,1.032,-0.754
22856,2.3451,2.1457,2.1476,0.563,4.1851,0.1209,-0.0608,0.01831,0.967,-0.75
22955,2.3451,2.1408,2.1476,0.563,4.1851,0.125,-0.0635,0.01965,1.05,-0.656
23049,2.3401,2.1408,2.1703,0.563,4.1851,0.1387,-0.0487,0.02159,1.094,-0.628
23155,2.2094,1.9355,1.8801,0.563,4.1851,0.0985,-0.1587,0.03487,1.048,-0.836
23259,2.2446,1.9844,2.0053,0.563,4.1851,0.1449,-0.1122,0.03358,1.254,-0.677
23358,2.2094,1.9404,1.8687,0.563,4.1851,0.0871,-0.1609,0.03348,0.978,-0.64
23461,2.2144,1.9453,1.8744,0.5337,4.1851,0.0876,-0.1607,0.0335,0.897,-0.783
23563,2.1792,1.8964,2.0337,0.563,4.1851,0.2242,-0.0839,0.05728,1.23,-0.531
23665,2.2094,1.9306,1.8517,0.563,4.1851,0.0843,-0.1737,0.03726,0.846,-0.82
23767,2.2496,1.9941,1.9313,0.563,4.1851,0.0901,-0.1438,0.0288,1.168,-0.575
23865,2.2144,1.9404,1.8915,0.563,4.1851,0.1027,-0.156,0.03487,0.96,-0.792
23968,2.3451,2.1408,2.1646,0.563,4.1851,0.136,-0.0561,0.02163,0.983,-0.82
24074,2.1943,1.9208,2.0281,0.563,4.1851,0.203,-0.0878,0.0489,1.178,-0.716
24170,2.2446,1.999,1.9484,0.563,4.1851,0.096,-0.1288,0.02581,0.956,-0.791
24272,2.1541,2.0332,1.9996,0.563,4.1851,0.0828,0.0009,0.00686,1.088,-0.641
24373,2.139,2.0528,1.9939,0.5924,4.1851,0.0599,0.0239,0.00416,0.876,-0.767
24475,2.3149,2.1408,1.9541,0.563,4.1851,-0.0053,-0.1177,0.01389,0.944,-0.796
24578,2.1993,1.911,2.0394,0.563,4.1851,0.2194,-0.0931,0.05683,0.89,-0.857
24676,2.3451,2.1408,2.1532,0.563,4.1851,0.1286,-0.061,0.02027,1.113,-0.573
24781,2.2194,1.9453,1.8687,0.563,4.1851,0.0849,-0.1681,0.03547,0.92,-0.798
24881,2.1491,2.0479,2.011,0.563,4.1851,0.0769,0.0188,0.00627,1.15,-0.576
24982,2.2094,1.9453,1.8858,0.563,4.1851,0.0939,-0.1508,0.03158,0.939,-0.745
25081,2.2345,1.9501,1.8915,0.563,4.1851,0.0984,-0.1704,0.0387,0.971,-0.703
25182,2.1088,2.0137,1.9484,0.563,4.1851,0.0575,0.0124,0.00346,1.192,-0.609
25287,2.1289,2.0039,1.9768,0.563,4.1851,0.0879,-0.0004,0.00772,0.906,-0.835
25388,2.2295,1.9795,1.9256,0.563,4.1851,0.0948,-0.1346,0.0271,1.088,-0.67
25487,2.1641,2.0479,2.0053,0.563,4.1851,0.0762,0.0015,0.0058,0.917,-0.658
25589,2.1993,1.955,1.9199,0.563,4.1851,0.1058,-0.1208,0.02579,0.959,-0.776
25691,2.2496,1.9892,1.9256,0.563,4.1851,0.0905,-0.1489,0.03038,1.264,-0.689
25793,2.2496,1.9892,1.9256,0.563,4.1851,0.0905,-0.1489,0.03038,0.976,-0.848
25894,2.1591,2.0528,2.0053,0.563,4.1851,0.0711,0.0091,0.00514,1.027,-0.678
25998,2.1239,2.0186,1.9541,0.563,4.1851,0.06,0.0027,0.0036,0.955,-0.738
26096,2.2345,1.9697,1.9256,0.563,4.1851,0.104,-0.1449,0.0318,1.031,-0.782
26200,2.1641,2.0577,2.011,0.563,4.1851,0.0716,0.0094,0.00522,0.948,-0.764
26299,2.144,2.0381,1.9882,0.563,4.1851,0.0695,0.0085,0.0049,0.905,-0.684
26401,2.1792,1.9062,2.0451,0.563,4.2132,0.2233,-0.0736,0.05528,1.009,-0.749
26502,2.1591,2.0039,1.9427,0.563,4.1851,0.0717,-0.0447,0.00715,1.185,-0.6
26604,2.2295,1.9648,1.9142,0.563,4.1851,0.0998,-0.1475,0.03172,0.974,-0.858
26705,2.2043,1.9306,1.9142,0.563,4.1851,0.1235,-0.1416,0.03532,1.205,-0.758
26808,2.1742,1.9013,2.0565,0.563,4.1851,0.2337,-0.0664,0.05904,1.053,-0.712
26909,2.144,2.0381,1.9996,0.563,4.1851,0.0768,0.0134,0.00608,0.978,-0.636
27010,2.1893,1.911,2.0565,0.563,4.1851,0.2285,-0.0759,0.05795,0.872,-0.736
