t_ms,VA,VG,V+,pos_a,pos_g,eps_a,eps_g,erreur,vel_a,vel_g
6,1.9178,1.8671,2.0167,0.2405,4.1851,0.1871,0.1491,0.05724,1.726,0.43
8,2.1239,1.9697,2.1532,0.2111,4.1851,0.229,0.0623,0.0563,1.8,0.646
10,2.0284,1.8133,1.9199,0.2111,4.1851,0.1913,-0.0308,0.03754,1.786,0.466
45,2.0435,1.8328,1.9882,0.2111,4.1851,0.2218,-0.0053,0.04921,1.799,0.521
146,2.1289,1.9746,2.1703,0.2111,4.1851,0.2368,0.0674,0.06063,1.8,0.659
246,1.9379,1.8719,1.9882,0.2111,4.1851,0.1686,0.1197,0.04276,1.768,0.376
348,1.9781,1.7889,2.0394,0.2111,4.2412,0.2789,0.0569,0.081,1.8,0.632
451,2.0284,1.8035,1.9199,0.2111,4.1851,0.1995,-0.0361,0.04109,1.799,0.519
552,1.9731,1.8084,2.0451,0.2111,4.1851,0.2652,0.0751,0.07596,1.8,0.357
654,2.1239,1.9697,2.1589,0.2111,4.1851,0.2326,0.0648,0.05831,1.8,0.631
753,2.0083,1.8377,1.9427,0.2111,4.1851,0.1816,0.0122,0.03312,1.8,0.414
856,2.0083,1.7889,1.8972,0.2111,4.1851,0.1932,-0.0343,0.03851,1.768,0.579
958,1.9731,1.8622,2.0394,0.2405,4.1851,0.2165,0.102,0.0573,1.787,0.584
1057,1.948,1.8719,2.0281,0.2111,4.1851,0.1962,0.1271,0.05464,1.789,0.457
1158,2.0184,1.8182,1.9086,0.2111,4.1851,0.1779,-0.0232,0.0322,1.787,0.642
1261,2.0284,1.8231,1.9256,0.2111,4.1851,0.1868,-0.023,0.03541,1.8,0.428
1362,1.9128,1.8622,1.9711,0.2111,4.1851,0.1609,0.1316,0.04323,1.77,0.487
1465,2.0435,1.8426,1.937,0.2698,4.1851,0.1807,-0.0221,0.03312,1.799,0.49
1557,1.9631,1.8817,2.0224,0.2698,4.1851,0.1873,0.1152,0.04834,1.788,0.545
1667,1.9882,1.7742,2.0394,0.2111,4.1851,0.2931,0.0391,0.08742,1.77,0.606
1769,1.9279,1.8573,2.0167,0.2111,4.1851,0.1972,0.1339,0.05682,1.799,0.518
1871,1.9932,1.7889,2.0622,0.2111,4.1851,0.2964,0.052,0.09057,1.796,0.508
1973,2.0385,1.8231,1.9313,0.2111,4.1851,0.1924,-0.0304,0.03793,1.797,0.447
2075,2.1289,1.9746,2.1646,0.2111,4.1851,0.2332,0.065,0.05859,1.799,0.611
2176,2.0234,1.7986,1.8801,0.2111,4.1851,0.177,-0.0511,0.03393,1.777,0.623
2277,2.0334,1.8084,1.9199,0.2111,4.1851,0.1964,-0.0384,0.04003,1.8,0.485
2379,2.0184,1.7937,1.9256,0.2111,4.1851,0.2094,-0.0292,0.04468,1.797,0.541
2477,1.9631,1.8964,2.0224,0.2111,4.1851,0.175,0.1232,0.04581,1.77,0.478
2580,2.134,1.9746,2.1646,0.2111,4.1851,0.2341,0.06,0.05842,1.8,0.643
2682,1.9932,1.7791,2.0565,0.2111,4.1851,0.3009,0.0442,0.09251,1.798,0.557
2784,2.0284,1.8133,1.9427,0.2111,4.1851,0.2059,-0.0209,0.04284,1.795,0.328
2884,2.0033,1.784,1.9029,0.2111,4.1851,0.2,-0.0296,0.04087,1.784,0.504
2988,2.0385,1.8328,1.9427,0.2405,4.1851,0.1915,-0.0201,0.03708,1.799,0.361
3088,2.1289,1.9746,2.1646,0.2111,4.1851,0.2332,0.065,0.05859,1.8,0.662
3189,2.0083,1.7742,1.9541,0.2111,4.1851,0.2421,-0.0177,0.05891,1.798,0.581
3291,1.9932,1.7644,2.0963,0.2111,4.1851,0.3388,0.0534,0.11765,1.796,0.604
3392,1.9329,1.8475,1.9711,0.1232,4.1851,0.1771,0.1039,0.04215,1.782,0.501
3494,1.9781,1.7595,2.0053,0.2111,4.2412,0.2814,0.0261,0.07989,1.745,0.548
3595,1.9178,1.8622,2.0053,0.2405,4.1851,0.1839,0.1415,0.05383,1.798,0.491
3697,1.9681,1.9062,2.0451,0.2111,4.1851,0.1824,0.1335,0.0511,1.8,0.572
3799,1.9178,1.8573,1.9882,0.2111,4.1851,0.177,0.1314,0.04859,1.782,0.514
3902,2.1239,1.9697,2.1646,0.2111,4.1851,0.2363,0.0672,0.06035,1.8,0.663
4004,1.9983,1.7791,2.0337,0.2111,4.1851,0.2873,0.0294,0.08339,1.782,0.395
4103,2.0133,1.7791,1.9142,0.2698,4.1851,0.2133,-0.0372,0.0469,1.8,0.306
4206,2.1289,1.9648,2.1646,0.2111,4.1851,0.2413,0.0596,0.0618,1.798,0.521
