t_ms,VA,VG,V+,pos_a,pos_g,eps_a,eps_g,erreur,vel_a,vel_g
2874,2.7171,2.4389,2.1532,0.7683,4.718,-0.0488,-0.2627,0.07138,-0.485,-1.8
2985,2.5462,2.2043,2.0451,0.7683,4.6339,0.0449,-0.2703,0.0751,-0.656,-1.787
3087,2.506,2.3412,2.0508,0.7683,4.718,-0.0738,-0.1535,0.02899,-0.672,-1.735
3178,2.6015,2.2727,1.9199,0.7683,4.718,-0.0822,-0.3414,0.12329,-0.681,-1.796
3288,2.5009,2.3412,2.011,0.7977,4.718,-0.1003,-0.1658,0.03756,-0.764,-1.738
3390,2.7171,2.4389,2.1532,0.739,4.718,-0.0488,-0.2627,0.07138,-0.485,-1.8
3488,2.506,2.3363,2.0224,0.7683,4.718,-0.088,-0.1685,0.03612,-0.676,-1.755
3589,2.5663,2.2141,1.8915,0.7683,4.718,-0.0582,-0.3513,0.12681,-0.513,-1.795
3690,2.506,2.346,1.9882,0.7683,4.718,-0.1181,-0.1779,0.04561,-0.803,-1.787
3793,2.4406,2.2923,1.9598,0.739,4.718,-0.1041,-0.1556,0.03504,-0.75,-1.708
3896,2.5261,2.2825,2.0679,0.7683,4.718,-0.0098,-0.1979,0.03927,-0.753,-1.768
3992,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.519,-1.8
4100,2.4557,2.2972,1.9598,0.7683,4.718,-0.1052,-0.1677,0.0392,-0.611,-1.769
4201,2.5663,2.219,1.8573,0.7683,4.718,-0.0843,-0.3634,0.13918,-0.653,-1.8
4300,2.5009,2.3363,1.9996,0.7683,4.7461,-0.1036,-0.1734,0.0408,-0.648,-1.748
4403,1.5609,2.2532,1.533,0.7683,4.6339,-0.5161,0.501,0.51742,-0.663,-1.758
4500,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.533,-1.8
4601,2.712,2.4389,2.1476,0.739,4.718,-0.0534,-0.2602,0.07056,-0.562,-1.799
4705,2.5763,2.2239,1.8744,0.739,4.718,-0.0754,-0.3632,0.13762,-0.724,-1.787
4805,2.6115,2.2678,1.9882,0.7683,4.718,-0.0322,-0.3243,0.10622,-0.704,-1.8
4908,2.5361,2.1848,2.0224,0.7683,4.718,0.0447,-0.2811,0.08098,-0.628,-1.786
5011,2.7171,2.4438,2.1589,0.7683,4.718,-0.0492,-0.2575,0.06874,-0.492,-1.8
5112,2.5914,2.2532,1.9029,0.7683,4.718,-0.0787,-0.3496,0.12844,-0.641,-1.788
5211,2.6065,2.2727,1.9427,0.7683,4.718,-0.0666,-0.3364,0.11763,-0.662,-1.799
5313,2.4406,2.2972,2.0394,0.7683,4.718,-0.0569,-0.1184,0.01726,-0.579,-1.767
5414,2.6165,2.2581,1.937,0.739,4.718,-0.056,-0.3568,0.13045,-0.662,-1.798
5517,2.5261,2.2532,2.0508,0.7683,4.718,0.0037,-0.2214,0.04902,-0.729,-1.757
5612,2.7171,2.4389,2.1532,0.7683,4.718,-0.0488,-0.2627,0.07138,-0.719,-1.795
5718,2.5562,2.2043,1.9882,0.7683,4.718,0.0102,-0.3049,0.09305,-0.664,-1.795
5821,2.7171,2.4438,2.1589,0.7683,4.718,-0.0492,-0.2575,0.06874,-0.492,-1.8
5925,2.5914,2.2483,1.9541,0.7683,4.718,-0.0417,-0.3301,0.11071,-0.635,-1.795
6019,2.5914,2.2483,1.9882,0.739,4.718,-0.0198,-0.3153,0.0998,-0.707,-1.795
6123,2.4657,2.3118,1.9825,0.7683,4.718,-0.1009,-0.1597,0.03568,-0.719,-1.768
6228,2.4858,2.3216,2.0337,0.739,4.718,-0.0723,-0.1519,0.02828,-0.601,-1.768
6331,2.7171,2.4487,2.1532,0.739,4.718,-0.057,-0.2573,0.06946,-0.564,-1.8
6425,2.4507,2.2972,1.9484,0.739,4.718,-0.1135,-0.1677,0.04102,-0.69,-1.753
6527,2.707,2.4389,2.1646,0.739,4.718,-0.0434,-0.2479,0.06333,-0.611,-1.795
6631,2.7171,2.4438,2.1589,0.7683,4.718,-0.0492,-0.2575,0.06874,-0.53,-1.8
6736,2.5261,2.1848,2.0224,0.7683,4.718,0.0427,-0.2712,0.07537,-0.651,-1.786
6834,2.4657,2.3021,1.9939,0.7683,4.718,-0.0854,-0.1601,0.03293,-0.807,-1.755
6937,2.5562,2.1994,1.9142,0.739,4.718,-0.0333,-0.3396,0.11644,-0.653,-1.787
7039,2.4507,2.2923,1.9541,0.7683,4.718,-0.1058,-0.1679,0.03939,-0.573,-1.767
7142,2.712,2.4438,2.1646,0.7683,4.718,-0.0465,-0.2501,0.06473,-0.503,-1.8
7232,2.5964,2.2581,1.9142,0.7683,4.718,-0.0745,-0.3469,0.12593,-0.732,-1.798
7340,2.5311,2.2581,2.0281,0.7683,4.718,-0.014,-0.2335,0.05472,-0.443,-1.788
7446,2.7171,2.4389,2.1532,0.7683,4.718,-0.0488,-0.2627,0.07138,-0.492,-1.799
7547,2.511,2.3412,2.011,0.7683,4.718,-0.0984,-0.1757,0.04054,-0.681,-1.76
7649,2.5763,2.2092,1.8517,0.7683,4.718,-0.0778,-0.3811,0.1513,-0.567,-1.8
7739,2.521,2.175,2.0281,0.739,4.718,0.0536,-0.2691,0.07531,-0.662,-1.787
7851,2.506,2.3412,2.0053,0.7683,4.718,-0.103,-0.1732,0.04062,-0.68,-1.746
7954,2.7171,2.4389,2.1589,0.739,4.718,-0.0451,-0.2602,0.06974,-0.496,-1.8
8054,2.6015,2.263,1.9825,0.7683,4.718,-0.0337,-0.3196,0.10328,-0.709,-1.786
8156,2.6015,2.263,1.9541,0.7683,4.718,-0.052,-0.3319,0.11289,-0.707,-1.795
8253,2.7171,2.4389,2.1646,0.7683,4.718,-0.0415,-0.2577,0.06815,-0.627,-1.799
8354,2.5462,2.1896,2.0622,0.739,4.718,0.0681,-0.271,0.07807,-0.691,-1.768
8461,2.5713,2.2239,1.8687,0.739,4.718,-0.0801,-0.3608,0.13655,-0.584,-1.8
8563,2.4858,2.3021,1.9541,0.7683,4.718,-0.1071,-0.1971,0.05033,-0.642,-1.798
8655,2.4657,2.3021,2.0053,0.7683,4.718,-0.0781,-0.1552,0.03018,-0.583,-1.757
8755,2.5814,2.2287,1.8687,0.7683,4.718,-0.0822,-0.3679,0.14214,-0.594,-1.769
8867,2.506,2.3558,2.0508,0.7683,4.718,-0.086,-0.1454,0.02855,-0.786,-1.726
8966,2.5612,2.2092,1.9256,0.7683,4.718,-0.0331,-0.3343,0.11283,-0.594,-1.798
9067,2.5864,2.2532,1.9768,0.7683,4.718,-0.0321,-0.3126,0.09877,-0.604,-1.799
9168,2.516,2.346,2.0167,0.739,4.718,-0.0979,-0.1755,0.04036,-0.697,-1.768
9270,2.5864,2.2385,1.9768,0.739,4.718,-0.0199,-0.3207,0.10321,-0.639,-1.799
9371,2.7171,2.4438,2.1589,0.739,4.718,-0.0492,-0.2575,0.06874,-0.596,-1.8
9472,2.6115,2.2678,1.9313,0.739,4.718,-0.0688,-0.349,0.12653,-0.603,-1.798
9573,2.4657,2.3021,2.0281,0.7683,4.718,-0.0635,-0.1453,0.02514,-0.657,-1.753
9675,2.4808,2.3265,1.9825,0.7683,4.718,-0.1103,-0.1664,0.03986,-0.7,-1.758
9776,2.5562,2.2092,1.937,0.739,4.718,-0.0268,-0.3244,0.10595,-0.599,-1.799
9877,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.522,-1.8
9979,2.4356,2.2923,1.9427,0.7683,4.718,-0.116,-0.1581,0.03844,-0.632,-1.757
10079,2.5763,2.2239,1.8744,0.739,4.718,-0.0754,-0.3632,0.13762,-0.658,-1.788
10182,2.5814,2.2239,1.9199,0.739,4.7741,-0.0452,-0.3484,0.12344,-0.622,-1.795
10287,2.5462,2.1945,2.0337,0.7683,4.718,0.0457,-0.2806,0.08084,-0.747,-1.8
10390,2.7171,2.4438,2.1476,0.7683,4.718,-0.0565,-0.2625,0.07208,-0.52,-1.8
10489,2.516,2.1799,2.0224,0.7683,4.718,0.0448,-0.264,0.07171,-0.633,-1.788
10589,2.516,2.346,2.0394,0.7683,4.718,-0.0832,-0.1656,0.03435,-0.784,-1.735
10690,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.611,-1.798
10791,2.4858,2.3118,1.9825,0.7683,4.718,-0.097,-0.1794,0.0416,-0.78,-1.795
10894,2.7171,0.435,2.1532,0.7683,4.6339,1.6279,-1.3601,4.49992,-0.424,-1.8
10995,2.5914,2.2483,1.9199,0.7683,4.718,-0.0637,-0.3449,0.12301,-0.669,-1.798
11095,2.5411,2.1848,2.0281,0.7683,4.718,0.0493,-0.2835,0.08281,-0.562,-1.786
11196,2.7171,2.4389,2.1532,0.739,4.718,-0.0488,-0.2627,0.07138,-0.505,-1.8
11297,2.521,2.2923,2.0565,0.7683,4.718,-0.0263,-0.1926,0.03777,-0.603,-1.798
11398,2.6015,2.2678,1.9711,0.739,4.718,-0.0452,-0.3219,0.10563,-0.47,-1.8
11500,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.666,-1.795
11602,2.5713,2.219,1.9029,0.739,4.718,-0.054,-0.3486,0.12446,-0.772,-1.798
11702,2.7171,2.4389,2.1589,0.7683,4.718,-0.0451,-0.2602,0.06974,-0.458,-1.8
11805,2.511,2.346,2.0053,0.739,4.718,-0.1061,-0.1755,0.04205,-0.734,-1.761
11912,2.5512,2.1994,1.9256,0.7683,4.718,-0.0269,-0.3297,0.10946,-0.592,-1.795
12011,2.7171,2.4389,2.1646,0.739,4.718,-0.0415,-0.2577,0.06815,-0.497,-1.8
12112,2.5964,2.2483,1.9086,0.7683,4.718,-0.07,-0.3548,0.13076,-0.712,-1.799
12211,2.5663,2.219,1.8858,0.7683,4.718,-0.066,-0.3511,0.12762,-0.497,-1.793
12315,2.7171,2.4487,2.1589,0.7683,4.718,-0.0533,-0.2549,0.06779,-0.692,-1.787
12418,2.5864,2.2434,1.9086,0.7683,4.718,-0.0679,-0.3476,0.12542,-0.682,-1.795
12520,2.7171,2.4438,2.1589,0.739,4.718,-0.0492,-0.2575,0.06874,-0.486,-1.8
12611,2.5311,2.175,2.0451,0.7683,4.718,0.0665,-0.2716,0.07819,-0.626,-1.787
12722,2.5512,2.2092,2.0451,0.7683,4.718,0.0418,-0.2726,0.07605,-0.617,-1.799
12824,2.7171,2.4438,2.1703,0.7683,4.718,-0.0419,-0.2526,0.06556,-0.495,-1.8
12925,2.4909,2.3216,2.011,0.7683,4.718,-0.0859,-0.1667,0.03516,-0.705,-1.77
13023,2.5311,2.1701,2.0451,0.739,4.718,0.0706,-0.2743,0.08021,-0.61,-1.758
13130,2.5713,2.219,1.8972,0.7683,4.7461,-0.0577,-0.3511,0.1266,-0.748,-1.795
13229,2.5311,2.175,2.0337,0.7683,4.718,0.0592,-0.2765,0.07998,-0.64,-1.795
13329,2.5864,2.2581,1.9086,0.7683,4.718,-0.0802,-0.3395,0.12172,-0.641,-1.798
13433,2.7171,2.4438,2.1646,0.7683,4.718,-0.0456,-0.2551,0.06713,-0.736,-1.794
13531,2.5562,2.1945,1.9768,0.7683,4.718,0.0111,-0.3152,0.09945,-0.52,-1.758
13636,2.712,2.4389,2.1646,0.739,4.718,-0.0425,-0.2528,0.06571,-0.636,-1.774
13731,2.5261,2.1994,2.0565,0.739,4.718,0.0524,-0.2484,0.06443,-0.606,-1.8
13840,2.5864,2.2336,1.8972,0.7683,4.718,-0.067,-0.3579,0.13256,-0.665,-1.785
13941,2.7171,2.434,2.1532,0.7683,4.718,-0.0447,-0.2653,0.07241,-0.523,-1.8
14040,2.5361,2.1799,2.0337,0.739,4.718,0.0561,-0.2788,0.08087,-0.571,-1.788
14142,2.4909,2.3314,2.0451,0.739,4.718,-0.0722,-0.1465,0.02667,-0.613,-1.77
14244,2.4708,2.3118,1.9825,0.739,4.69,-0.0999,-0.1646,0.03709,-0.71,-1.766
14344,2.5663,2.2336,1.9655,0.7683,4.718,-0.027,-0.3085,0.09592,-0.596,-1.79
14444,2.7221,2.4438,2.1703,0.7683,4.718,-0.0409,-0.2575,0.068,-0.515,-1.8
14545,2.712,2.4585,2.1248,0.7683,4.718,-0.0844,-0.2594,0.0744,-0.712,-1.787
14650,2.5814,2.2336,1.937,0.6804,4.718,-0.0424,-0.3357,0.11447,-0.611,-1.8
14750,2.7171,2.4389,2.1589,0.739,4.718,-0.0451,-0.2602,0.06974,-0.469,-1.8
14854,2.5361,2.1896,2.0793,0.7683,4.718,0.0772,-0.2537,0.07032,-0.658,-1.77
14954,2.7171,2.4389,2.1532,0.7683,4.69,-0.0488,-0.2627,0.07138,-0.479,-1.8
15055,2.516,2.3558,2.0451,0.7683,4.718,-0.0877,-0.1578,0.03259,-0.639,-1.737
15156,2.5512,2.2092,2.0679,0.7977,4.718,0.0564,-0.2627,0.07221,-0.81,-1.782
15260,2.7171,2.4389,2.1589,0.739,4.718,-0.0451,-0.2602,0.06974,-0.601,-1.8
15359,2.506,2.3412,2.0167,0.7683,4.718,-0.0957,-0.1683,0.03748,-0.817,-1.756
15462,2.4808,2.3216,1.9655,0.739,4.718,-0.1172,-0.1765,0.04489,-0.718,-1.778
15563,2.7171,2.4389,2.1589,0.739,4.718,-0.0451,-0.2602,0.06974,-0.493,-1.8
15665,2.5914,2.2581,1.9142,0.7683,4.718,-0.0755,-0.342,0.12267,-0.7,-1.797
15768,2.7221,2.4389,2.1532,0.7683,4.718,-0.0478,-0.2676,0.0739,-0.477,-1.8
15868,2.506,2.3412,2.0053,0.739,4.718,-0.103,-0.1732,0.04062,-0.816,-1.77
15967,2.5763,2.2287,1.8744,0.739,4.718,-0.0795,-0.3605,0.13631,-0.439,-1.8
16071,2.5864,2.2434,1.9256,0.739,4.718,-0.0569,-0.3402,0.11896,-0.572,-1.799
16167,2.4557,2.2972,1.9768,0.7683,4.718,-0.0943,-0.1603,0.03458,-0.748,-1.764
16273,2.506,2.3363,2.0053,0.7683,4.718,-0.0989,-0.1759,0.04072,-0.536,-1.77
16375,2.4758,2.3216,1.9882,0.739,4.718,-0.1035,-0.1617,0.03687,-0.735,-1.768
16467,2.521,2.3021,2.0224,0.7683,4.718,-0.0564,-0.202,0.04399,-0.604,-1.8
16577,2.5512,2.2043,1.9313,0.7683,4.718,-0.0273,-0.3246,0.10611,-0.678,-1.768
16677,2.6869,2.4389,1.9427,0.739,4.718,-0.19,-0.3243,0.14131,-0.736,-1.795
16780,2.4959,2.3265,1.9996,0.739,4.718,-0.0964,-0.1738,0.03951,-0.522,-1.75
16882,2.6015,2.2581,1.937,0.6804,4.718,-0.0589,-0.342,0.12044,-0.682,-1.798
16983,2.4858,2.3167,1.9996,0.7683,4.718,-0.0901,-0.1693,0.0368,-0.632,-1.765
17087,2.5814,2.2434,1.9029,0.7683,4.718,-0.0725,-0.3451,0.12436,-0.63,-1.768
17185,2.7171,2.4438,2.1646,0.739,4.718,-0.0456,-0.2551,0.06713,-0.593,-1.8
17285,2.5763,2.2239,1.8858,0.7683,4.718,-0.0681,-0.3583,0.13301,-0.549,-1.795
17388,2.4607,2.3021,2.0394,0.7683,4.718,-0.0571,-0.1354,0.02161,-0.676,-1.769
17492,2.6065,2.2678,1.9199,0.7683,4.718,-0.0771,-0.349,0.12774,-0.616,-1.798
17592,2.4657,2.2972,1.9598,0.7683,4.7461,-0.1033,-0.1776,0.0422,-0.552,-1.785
17694,2.707,2.4389,2.1589,0.7683,4.718,-0.0471,-0.2503,0.06489,-0.604,-1.795
17796,2.516,2.346,2.0337,0.739,4.7461,-0.0869,-0.1681,0.03579,-0.748,-1.726
17898,2.7171,2.4389,2.1532,0.7683,4.718,-0.0488,-0.2627,0.07138,-0.479,-1.8
17996,2.5864,2.2385,1.9142,0.7683,4.718,-0.0601,-0.3478,0.12457,-0.61,-1.792
18097,2.5009,2.3314,2.0053,0.7683,4.718,-0.0958,-0.1736,0.03933,-0.679,-1.749
18200,2.7221,2.4438,2.1589,0.7683,4.718,-0.0483,-0.2625,0.07121,-0.519,-1.8
18303,2.4959,2.3363,2.0337,0.7683,4.718,-0.0826,-0.1537,0.03044,-0.653,-1.734
18403,2.4557,2.4047,1.9541,0.739,4.718,-0.1989,-0.1113,0.05193,-0.763,-1.768
18503,2.7221,2.4389,2.1589,0.7683,4.718,-0.0442,-0.2651,0.07225,-0.612,-1.799
18605,2.2797,2.3558,0.5087,0.7977,4.718,-1.1216,-0.5919,1.60831,-0.615,-1.769
18708,2.7171,2.4438,2.1589,0.739,4.718,-0.0492,-0.2575,0.06874,-0.491,-1.8
18810,2.506,2.3363,2.011,0.7683,4.718,-0.0953,-0.1734,0.03915,-0.716,-1.746
18907,2.5914,2.2532,1.9541,0.739,4.718,-0.0458,-0.3274,0.1093,-0.722,-1.8
19012,2.7221,2.4389,2.1646,0.7683,4.718,-0.0405,-0.2627,0.07064,-0.492,-1.8
19113,2.4607,2.3069,1.9882,0.7683,4.718,-0.0941,-0.155,0.03288,-0.71,-1.745
19216,2.4959,2.3412,2.0224,0.7683,4.718,-0.094,-0.1559,0.03315,-0.667,-1.763
19315,2.7221,2.4438,2.1703,0.7683,4.718,-0.0409,-0.2575,0.068,-0.667,-1.798
19417,2.5864,2.2874,1.8004,0.7977,4.718,-0.1742,-0.3703,0.16751,-0.706,-1.765
19514,2.7171,2.4438,2.1532,0.739,4.718,-0.0529,-0.26,0.0704,-0.492,-1.8
19623,2.5914,2.2434,1.9142,0.7683,4.718,-0.0633,-0.35,0.12653,-0.711,-1.793
19721,2.5612,2.2141,1.9086,0.7683,4.718,-0.0482,-0.339,0.11723,-0.495,-1.799
19824,2.5562,2.2141,1.9142,0.7683,4.718,-0.0455,-0.3316,0.11202,-0.641,-1.786
19927,2.5411,2.1896,2.0622,0.827,4.718,0.0672,-0.266,0.07529,-0.75,-1.786
20027,2.5261,2.2972,2.0394,0.7683,4.718,-0.0404,-0.2022,0.04253,-0.576,-1.788
20128,2.5361,2.1848,2.0337,0.7683,4.718,0.052,-0.2761,0.07894,-0.744,-1.795
20229,2.5713,2.4291,1.8915,0.7683,4.718,-0.2372,-0.2385,0.11312,-0.756,-1.786
20331,2.5009,2.3314,2.0337,0.739,4.718,-0.0775,-0.1613,0.03203,-0.741,-1.769
20435,2.7171,2.4389,2.1589,0.739,4.718,-0.0451,-0.2602,0.06974,-0.623,-1.799
20531,2.5462,2.2043,2.0622,0.7977,4.718,0.0559,-0.2629,0.07226,-0.58,-1.769
20631,1.6765,2.2581,1.3338,0.7683,4.718,-0.6259,0.304,0.48416,-0.742,-1.762
20736,2.5612,2.2092,1.8403,0.739,4.718,-0.088,-0.3713,0.14558,-0.786,-1.788
20838,2.4909,2.3265,2.0281,0.7683,4.718,-0.079,-0.1566,0.03076,-0.705,-1.766
20941,2.7221,2.4438,2.1646,0.7683,4.718,-0.0446,-0.26,0.06959,-0.555,-1.8
21038,2.6065,2.2727,1.9313,0.7683,4.718,-0.0739,-0.3414,0.122,-0.566,-1.795
21143,2.7171,2.4438,2.1532,0.7683,4.718,-0.0529,-0.26,0.0704,-0.463,-1.8
21242,2.5814,2.2287,1.9199,0.739,4.718,-0.0493,-0.3457,0.12196,-0.679,-1.787
21343,2.5261,2.263,2.0337,0.7683,4.718,-0.0154,-0.2234,0.05016,-0.67,-1.79
21443,2.7171,2.4438,2.1589,0.7683,4.718,-0.0492,-0.2575,0.06874,-0.48,-1.8
21548,2.5964,2.2727,1.937,0.7683,4.718,-0.0722,-0.329,0.11348,-0.625,-1.798
21662,2.6065,2.2727,1.9996,0.7683,4.718,-0.03,-0.3118,0.0981,-0.458,-1.8
21750,2.5411,2.1848,2.0394,0.7683,4.718,0.0566,-0.2786,0.08081,-0.729,-1.795
21852,2.4858,2.3265,2.011,0.7683,4.718,-0.091,-0.159,0.03358,-0.739,-1.768
21953,2.7171,2.4438,2.1646,0.6804,4.718,-0.0456,-0.2551,0.06713,-0.47,-1.8
22055,2.4708,2.3118,1.9939,0.7683,4.718,-0.0926,-0.1597,0.03408,-0.677,-1.769
22147,2.5763,2.2287,1.9029,0.7683,4.718,-0.0612,-0.3482,0.125,-0.495,-1.8
22255,2.7171,2.4389,2.1589,0.7683,4.718,-0.0451,-0.2602,0.06974,-0.616,-1.8
22359,2.511,2.346,2.0281,0.7683,4.718,-0.0915,-0.1656,0.0358,-0.653,-1.769
22458,2.2043,2.2239,0.4575,0.7683,4.718,-1.0587,-0.6124,1.49589,-0.47,-1.8
22560,2.5462,2.1994,2.0167,0.7683,4.718,0.0307,-0.2853,0.08237,-0.748,-1.765
22662,2.521,2.2678,2.0736,0.7683,4.718,0.0051,-0.1986,0.03945,-0.778,-1.786
22763,2.5713,2.2287,1.8858,0.7683,4.718,-0.0732,-0.3507,0.12833,-0.722,-1.795
22866,2.516,2.3509,2.0451,0.7683,4.718,-0.0836,-0.1605,0.03274,-0.698,-1.738
22964,2.5512,2.1896,2.0565,0.7683,4.718,0.0654,-0.2784,0.08177,-0.624,-1.74
23064,2.6065,2.2727,2.0053,0.7683,4.718,-0.0263,-0.3093,0.09637,-0.653,-1.798
23170,2.4959,2.3265,1.9882,0.7683,4.718,-0.1037,-0.1788,0.04271,-0.672,-1.779
23272,2.4758,2.3118,1.9825,0.7683,4.718,-0.099,-0.1695,0.03854,-0.64,-1.768
23373,2.5864,2.2336,1.8972,0.7683,4.718,-0.067,-0.3579,0.13256,-0.666,-1.798
23470,2.5462,2.2043,1.9996,0.739,4.718,0.0156,-0.2901,0.08439,-0.736,-1.763
23575,2.7171,2.4438,2.1646,0.7683,4.718,-0.0456,-0.2551,0.06713,-0.483,-1.8
23677,2.4507,2.2972,1.9541,0.7683,4.718,-0.1099,-0.1652,0.03938,-0.705,-1.74
23777,2.5411,2.1799,2.0622,0.7683,4.718,0.0753,-0.2714,0.07933,-0.519,-1.77
23879,2.712,2.4389,2.1532,0.7683,4.718,-0.0498,-0.2577,0.06891,-0.639,-1.798
23981,2.7171,1.0068,2.1646,0.7683,4.718,1.1567,-1.042,2.42382,-0.601,-1.795
24082,2.4708,2.3069,2.0337,0.7683,4.718,-0.0629,-0.1451,0.02501,-0.72,-1.764
24184,2.712,2.4389,2.1532,0.6804,4.718,-0.0498,-0.2577,0.06891,-0.611,-1.799
24286,2.5612,2.2043,2.0053,0.739,4.718,0.0222,-0.3024,0.09194,-0.565,-1.795
24383,2.5763,2.2239,1.8972,0.7683,4.718,-0.0608,-0.3534,0.12855,-0.686,-1.799
24489,2.5311,2.175,2.0281,0.739,4.718,0.0555,-0.279,0.08093,-0.633,-1.786
24585,2.5713,2.2287,1.9598,0.6804,4.718,-0.0256,-0.3186,0.10217,-0.37,-1.8
24686,2.5914,2.2483,1.9313,0.7683,4.718,-0.0564,-0.34,0.11875,-0.652,-1.795
24792,2.5562,2.2141,1.9313,0.7683,4.718,-0.0345,-0.3242,0.10629,-0.527,-1.793
24891,2.5663,2.2092,1.8573,0.7683,4.7461,-0.0761,-0.3688,0.14179,-0.775,-1.795
24992,2.712,2.4438,2.176,0.739,4.718,-0.0392,-0.2452,0.06166,-0.699,-1.767
25096,2.5361,2.175,2.0565,0.739,4.718,0.0748,-0.2716,0.07936,-0.648,-1.769
25197,2.5462,2.2141,2.0565,0.7683,4.718,0.044,-0.2601,0.06957,-0.734,-1.783
25298,2.521,2.3412,2.011,0.7683,4.718,-0.0965,-0.1855,0.04373,-0.627,-1.8
25397,2.5713,2.2092,1.8687,0.739,4.718,-0.0678,-0.3688,0.1406,-0.674,-1.795
25502,2.7171,2.4389,2.1476,0.7683,4.718,-0.0525,-0.2651,0.07305,-0.536,-1.8
25602,2.6065,2.2776,1.9598,0.7683,4.718,-0.0597,-0.3264,0.11008,-0.591,-1.798
25704,2.5562,2.1994,1.9655,0.739,4.718,-0.0003,-0.3174,0.10075,-0.683,-1.794
25806,2.5864,2.2483,1.9142,0.7683,4.718,-0.0683,-0.3424,0.12193,-0.68,-1.781
25906,2.5311,2.2874,1.9427,0.7683,4.718,-0.0934,-0.2544,0.07347,-0.683,-1.8
26002,2.7171,2.4389,2.1476,0.739,4.718,-0.0525,-0.2651,0.07305,-0.506,-1.8
26108,2.5562,2.1994,1.9484,0.7683,4.718,-0.0113,-0.3248,0.10563,-0.682,-1.794
