timestamp_pc,VA,VG,Vplus,eps_a,eps_g,position_Ca,position_Cg,VA_arduino,diff_va,arduino_lag_s
2026-08-07 15:43:29,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.008588075637817383
2026-08-07 15:43:29,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0025327205657958984
2026-08-07 15:43:29,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.3708200454711914,3.900515556335449,2.801933,-0.05334348431396485,-0.020436525344848633
2026-08-07 15:43:29,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.0045430660247802734
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.266879,0.28310280537162097,0.2575133419960463,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0034062862396240234
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.0033006668090820312
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0049784183502197266
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.272225,0.2822071894470979,0.262666960235178,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.005124568939208984
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0020935535430908203
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.0,0.1071365514056137,0.14467374228689506,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.004540443420410156
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.266879,0.28310280537162097,0.2575133419960463,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.0030303001403808594
2026-08-07 15:43:30,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.272225,0.2822071894470979,0.262666960235178,-0.3708200454711914,3.900515556335449,2.801933,-0.05334348431396485,-0.003615140914916992
2026-08-07 15:43:30,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.0032663345336914062
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.27757,0.2899782950999762,0.26214724958383256,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.003535032272338867
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.266879,0.28310280537162097,0.2575133419960463,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.00457000732421875
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.272225,0.2822071894470979,0.262666960235178,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.0031592845916748047
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.003653287887573242
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.27757,0.2899782950999762,0.26214724958383256,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.00443267822265625
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.266879,0.28310280537162097,0.2575133419960463,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.002353668212890625
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.272225,0.2822071894470979,0.262666960235178,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0017583370208740234
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.792489,-0.043899484313965065,0.0
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,-0.002764463424682617
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,-0.0013332366943359375
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.27757,0.2856446127562417,0.26498369730904536,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.272225,0.2822071894470979,0.262666960235178,-0.36563873291015625,3.900515556335449,2.801933,-0.05334348431396485,0.0
2026-08-07 15:43:31,2.748589515686035,2.8137826919555664,3.266879,0.2787691230278865,0.2603497897212591,-0.36563873291015625,3.900515556335449,2.797211,-0.048621484313964736,0.0
2026-08-07 15:43:31,2.748589515686035,2.808603286743164,3.272225,0.2865408717908323,0.25983051250996525,-0.36563873291015625,3.900515556335449,2.820821,-0.07223148431396487,-0.0033719539642333984
